x	y	x_norm	cutoff_10189	cutoff_13585	cutoff_16981	cutoff_23773	cutoff_30565	cutoff_37356	cutoff_44148
13775.333	1	190.33301	0	1	1	0	0	0	0
29490.666	1	-1074.334	0	0	0	1	1	0	0
42962.668	1	-1185.332	0	0	0	0	0	1	1
11816.333	1	1627.333	1	1	0	0	0	0	0
44281.332	1	133.33203	0	0	0	0	0	0	1
10513	1	324	1	1	0	0	0	0	0
17760.334	0	779.33398	0	0	1	1	0	0	0
18257.666	0	1276.666	0	0	1	1	0	0	0
7571.6665	0	-2617.3335	1	0	0	0	0	0	0
7835	1	-2354	1	0	0	0	0	0	0
7803.3335	0	-2385.6665	1	0	0	0	0	0	0
9459.667	0	-729.33301	1	0	0	0	0	0	0
8765.333	0	-1423.667	1	0	0	0	0	0	0
17518.666	1	537.66602	0	0	1	1	0	0	0
19417.334	0	2436.334	0	0	1	1	0	0	0
11176.667	1	987.66699	1	1	0	0	0	0	0
46380.668	1	2232.668	0	0	0	0	0	0	1
49262.332	0	5114.332	0	0	0	0	0	0	1
13605	0	20	0	1	1	0	0	0	0
13605	0	20	0	1	1	0	0	0	0
18041.334	0	1060.334	0	0	1	1	0	0	0
14233.333	0	648.33301	0	1	1	0	0	0	0
16378.333	1	-602.66699	0	1	1	0	0	0	0
17524.666	0	543.66602	0	0	1	1	0	0	0
12045	0	-1540	1	1	0	0	0	0	0
19758.666	0	2777.666	0	0	1	1	0	0	0
20062	1	3081	0	0	1	1	0	0	0
13026.333	0	-558.66699	1	1	0	0	0	0	0
13340.333	1	-244.66699	1	1	0	0	0	0	0
29542	0	-1023	0	0	0	1	1	0	0
8793.333	0	-1395.667	1	0	0	0	0	0	0
10857.667	1	668.66699	1	1	0	0	0	0	0
7671	1	-2518	1	0	0	0	0	0	0
14890.333	1	1305.333	0	1	1	0	0	0	0
16237	1	-744	0	1	1	0	0	0	0
15044.667	1	1459.667	0	1	1	0	0	0	0
10842.333	0	653.33301	1	1	0	0	0	0	0
7253	0	-2936	1	0	0	0	0	0	0
10204.667	0	15.666992	1	1	0	0	0	0	0
42469	0	-1679	0	0	0	0	0	1	1
46605.668	0	2457.668	0	0	0	0	0	0	1
14184.333	0	599.33301	0	1	1	0	0	0	0
6856.3335	1	-3332.6665	1	0	0	0	0	0	0
18692.666	0	1711.666	0	0	1	1	0	0	0
19164.334	1	2183.334	0	0	1	1	0	0	0
29175.666	0	-1389.334	0	0	0	1	1	0	0
29175.666	1	-1389.334	0	0	0	1	1	0	0
34852.332	1	-2503.668	0	0	0	0	1	1	0
8937.667	1	-1251.333	1	0	0	0	0	0	0
9406	1	-783	1	0	0	0	0	0	0
40438	0	3082	0	0	0	0	0	1	1
26526.666	1	2753.666	0	0	0	1	1	0	0
28856	1	-1709	0	0	0	1	1	0	0
28856	0	-1709	0	0	0	1	1	0	0
20520.334	0	-3252.666	0	0	1	1	0	0	0
24145	0	372	0	0	0	1	1	0	0
13396.667	0	-188.33301	1	1	0	0	0	0	0
37523	1	167	0	0	0	0	0	1	1
18611.666	0	1630.666	0	0	1	1	0	0	0
20340.334	1	3359.334	0	0	1	1	0	0	0
17532.666	1	551.66602	0	0	1	1	0	0	0
16789.334	1	-191.66602	0	1	1	0	0	0	0
39423.668	1	2067.668	0	0	0	0	0	1	1
7800.6665	1	-2388.3335	1	0	0	0	0	0	0
36419.668	0	-936.33203	0	0	0	0	1	1	0
39594.332	1	2238.332	0	0	0	0	0	1	1
10599.667	0	410.66699	1	1	0	0	0	0	0
11146	1	957	1	1	0	0	0	0	0
20485.666	1	-3287.334	0	0	1	1	0	0	0
7129	0	-3060	1	0	0	0	0	0	0
15753	1	-1228	0	1	1	0	0	0	0
25386	0	1613	0	0	0	1	1	0	0
12670.667	0	-914.33301	1	1	0	0	0	0	0
15291	0	-1690	0	1	1	0	0	0	0
8016.6665	0	-2172.3335	1	0	0	0	0	0	0
19516.666	0	2535.666	0	0	1	1	0	0	0
8497.667	0	-1691.333	1	0	0	0	0	0	0
11209.667	1	1020.667	1	1	0	0	0	0	0
9566	1	-623	1	0	0	0	0	0	0
10822.333	1	633.33301	1	1	0	0	0	0	0
38194.668	0	838.66797	0	0	0	0	0	1	1
40398.668	0	3042.668	0	0	0	0	0	1	1
20991	0	-2782	0	0	1	1	0	0	0
22536	1	-1237	0	0	1	1	0	0	0
13281.667	1	-303.33301	1	1	0	0	0	0	0
19370	0	2389	0	0	1	1	0	0	0
8678	1	-1511	1	0	0	0	0	0	0
8858	1	-1331	1	0	0	0	0	0	0
18548.666	1	1567.666	0	0	1	1	0	0	0
7135.6665	1	-3053.3335	1	0	0	0	0	0	0
8368	0	-1821	1	0	0	0	0	0	0
10022.667	0	-166.33301	1	0	0	0	0	0	0
11865.333	0	1676.333	1	1	0	0	0	0	0
13269.667	1	-315.33301	1	1	0	0	0	0	0
11761.667	0	1572.667	1	1	0	0	0	0	0
16755	0	-226	0	1	1	0	0	0	0
16755	0	-226	0	1	1	0	0	0	0
12177.667	0	-1407.333	1	1	0	0	0	0	0
7244.3335	1	-2944.6665	1	0	0	0	0	0	0
12661.667	1	-923.33301	1	1	0	0	0	0	0
12924.333	1	-660.66699	1	1	0	0	0	0	0
13465.667	1	-119.33301	1	1	0	0	0	0	0
40275.668	0	2919.668	0	0	0	0	0	1	1
10488.333	1	299.33301	1	1	0	0	0	0	0
9336	0	-853	1	0	0	0	0	0	0
26301.666	0	2528.666	0	0	0	1	1	0	0
20180	0	3199	0	0	1	1	0	0	0
23978	1	205	0	0	0	1	1	0	0
25680	0	1907	0	0	0	1	1	0	0
28213.334	1	-2351.666	0	0	0	1	1	0	0
18888.334	0	1907.334	0	0	1	1	0	0	0
10271.333	0	82.333008	1	1	0	0	0	0	0
