6100 2 2 1 1
6101 4 4 3 4
6102 3 2 2 2
6103 4 1 1 3
6105 4 1 2 2
6106 2 2 2 2
6107 3 4 4 4
6109 1 0 1 0
6110 0 0 0 0
6111 3 2 2 2
6113 2 3 2 3
6114 4 3 4 4
6115 2 1 1 1
6116 2 0 1 2
6117 3 3 2 3
6118 2 2 0 0
6021 4 4 4 3
6122 3 3 2 2
6104 4 4 4 4
6108 4 3 3 3
6112 3 0 0 0
6119 4 4 4 4
6120 1 0 0 1
6124 4 1 2 4
6126 4 2 2 4
6127 4 4 4 4
6130 4 3 4 3
6136 4 3 3 3
6128 1 0 0 1
6129 4 3 4 3
6131 3 3 2 2
6132 3 3 3 2
6133 4 4 3 0
6134 4 3 3 4
6135 4 4 4 3
6137 4 4 4 4
6138 4 4 3 4
6139 4 2 2 2
6140 4 3 2 2
6141 2 3 2 2
6144 4 3 3 2
6145 4 2 2 3
6149 4 4 3 4
6152 4 4 3 2
6142 3 3 2 2
6148 4 4 4 4
6153 4 3 4 4
6154 2 1 1 2
6155 4 4 3 4
6159 3 1 0 1
6160 4 4 3 3
6162 0 0 0 0
6143 1 2 2 2
6146 1 1 1 0
6147 3 2 3 3
6150 4 3 4 2
6156 2 1 1 2
6157 1 2 3 3
6158 1 0 0 1
6161 1 0 0 0
6163 4 4 4 4
6164 4 3 3 4
6165 0 0 0 0
6166 1 1 1 0
6167 1 0 0 1
6168 0 0 0 0
6169 4 4 4 4
6170 3 2 2 2
6171 4 0 0 0
6173 4 3 2 4
6174 2 2 1 2
6175 4 4 4 4
6176 4 4 4 3
6177 2 1 1 0
6179 0 4 4 4
6180 2 1 1 1
6182 1 0 0 2
6183 2 2 0 1
6184 4 4 4 4
6185 4 4 4 3
6186 2 1 2 3
6187 3 1 0 3
6172 0 1 0 0
6188 4 4 2 2
6189 0 0 0 0
6200 3 3 3 3
6181 2 3 2 2
6190 2 2 2 2
6191 3 3 2 2
6193 4 4 4 4
6194 2 2 1 0
6195 3 4 4 4
6199 3 4 2 3
6201 4 3 2 2
6202 4 2 4 4
6203 3 1 1 3
6192 4 3 3 3
6197 4 4 3 3
6207 3 2 2 2
6211 1 4 4 3
6215 3 3 3 2
6216 4 2 2 2
6204 2 2 2 1
6206 2 4 2 2
6208 0 0 0 0
6213 4 4 4 4
6205 4 4 4 3
6214 3 4 3 2
6217 4 4 3 4
6219 4 3 2 4
6222 4 4 4 4
6221 0 0 0 1
6225 3 3 2 2
6226 4 4 4 3
6227 4 4 4 3
6229 4 2 2 2
6230 4 2 2 3
6212 4 4 1 1
6223 2 3 2 2
6224 3 2 1 3
6228 3 2 1 0
6232 3 3 2 1
6235 3 2 1 1
6236 4 4 3 3
6237 4 4 4 2
6198 4 4 2 2
6238 3 3 3 2
6239 4 4 2 3
6240 4 3 3 4
6242 3 4 2 3
6243 4 4 1 2
6246 1 0 0 0
6218 4 4 4 4
6247 4 4 4 4
6234 3 4 3 3
6241 0 0 0 0
6248 4 4 4 4
6249 4 3 1 2
6250 3 1 0 3
6251 2 3 1 1
6252 3 3 2 2
6253 4 4 4 4
6254 4 1 0 1
6255 2 1 1 2
6258 2 0 1 2
6259 4 4 4 4
6260 4 4 3 3
6261 4 4 4 3
6262 3 3 1 3
6244 4 4 4 4
6264 4 4 4 4
6263 0 0 1 3
6265 4 3 3 4
6266 2 2 1 1
6267 1 2 1 1
6268 4 4 4 4
6269 2 2 1 2
6270 0 0 0 0
6277 4 3 4 4
6278 3 2 1 2
6279 4 4 4 4
6281 4 4 2 2
6283 4 3 3 3
6280 4 4 4 4
6257 3 3 2 2
6271 4 4 4 3
6272 4 4 3 3
6273 1 0 0 2
6274 4 3 3 3
6275 4 4 4 4
6276 4 2 2 2
6282 4 4 1 0
6284 3 1 0 0
6285 1 2 1 1
6286 4 3 3 3
6287 4 4 3 3
6289 4 4 4 4
6291 4 4 3 3
6293 4 4 4 3
6292 4 3 3 2
6294 3 3 2 2
6245 2 4 3 2
6288 4 4 2 4
6295 3 3 4 4
6296 4 4 4 3
6297 3 3 4 3
6231 4 4 4 4
6298 2 0 0 1
6299 2 2 2 3
6300 0 0 0 0
6301 3 1 1 2
6302 4 4 3 2
6303 4 4 3 2
6304 4 3 3 4
6305 3 4 4 3
6308 1 0 0 1
6309 2 2 2 1
6306 4 2 2 4
6307 4 4 4 4
6310 3 3 2 3
6311 3 4 4 3
6312 4 4 4 4
6313 4 3 3 3
6314 3 1 2 2
6315 4 4 4 3
6317 2 1 1 2
6318 2 1 1 0
6319 4 4 4 4
6320 2 1 2 2
6325 3 3 1 2
6327 4 2 1 2
6328 2 2 2 2
6330 3 4 3 3
6331 4 3 2 3
6332 3 3 1 2
6333 4 3 2 2
6335 1 2 0 2
6338 4 4 4 4
6340 4 2 3 4
6316 0 0 0 0
6321 4 1 2 3
6323 4 4 4 4
6324 2 3 1 2
6345 4 4 4 4
6347 2 1 1 2
6350 4 4 4 4
6326 2 3 3 3
6336 4 3 4 4
6341 4 4 4 4
6344 9 2 2 3
6346 4 9 4 4
6348 2 3 9 2
6349 4 4 3 9
6351 9 2 2 2
6352 4 9 2 3
6354 2 2 9 1
6355 3 3 3 9
6356 9 2 2 4
6357 4 9 1 4
6358 4 4 9 4
6362 2 1 0 9
6196 9 1 1 1
6339 2 9 0 1
6353 4 4 9 4
6361 2 0 0 9
6365 4 4 9 4
6366 3 4 2 9
6322 9 2 4 2
6359 4 9 3 4
6360 1 1 9 0
6364 3 3 3 9
6374 9 2 1 3
6334 4 9 3 3
6337 4 3 9 4
6363 4 4 4 9
6369 9 4 4 3
6372 3 9 1 1
6373 3 3 9 2
6375 4 4 4 9
6377 9 2 1 2
6378 4 9 4 4
6379 4 4 9 4
6380 4 1 1 9
6367 9 4 4 4
6368 1 9 0 0
6370 2 3 9 2
6371 2 3 1 9
6381 9 1 0 0
6384 2 9 0 2
6387 4 4 9 3
6388 4 4 4 9
6389 9 4 4 3
6376 4 9 4 4
6382 3 2 9 3
6383 4 3 3 9
6385 9 3 3 3
6386 4 9 4 4
6390 4 1 9 2
6392 3 2 2 9
6393 9 3 1 3
6396 4 9 4 4
6398 4 4 9 4
6399 4 3 3 9
6290 9 4 3 3
6391 4 9 3 4
6394 1 1 9 1
6395 4 4 4 9
6397 9 1 1 1
6400 4 9 4 4
6401 4 3 9 3
6402 4 3 2 9
6403 9 3 3 3
6405 3 9 1 3
6406 4 4 9 3
6408 4 4 4 9
6409 9 3 3 4
6410 4 9 3 3
6411 4 4 9 4
6412 2 4 2 9
6414 9 4 4 4
6415 1 9 0 1
6416 4 4 9 4
6417 3 3 4 9
6418 9 4 4 3
6420 3 9 2 3
6422 3 3 9 2
6423 2 3 2 9
6404 9 4 4 3
6413 4 9 3 3
6425 2 4 9 3
6428 0 0 0 9
6429 9 2 2 4
6431 4 9 4 4
6432 3 3 9 1
6433 4 2 0 9
6434 9 0 0 0
6435 4 9 1 2
6436 3 2 9 1
6439 2 3 2 9
6442 9 2 2 2
6419 1 9 3 4
6424 4 2 9 2
6440 4 4 3 9
6444 9 2 2 3
6446 3 9 2 3
6447 2 3 9 3
6448 4 2 2 9
6450 9 0 0 0
6451 3 9 1 2
