ibope;;ID;W_orig-1semana;W;UF
4;"""VICENTE JOAQUIM BOGO""";RS456;7;32;"""RS"""
0;"""AGIS CARAIBA DOS SANTOS""";RS200;7;32;"""RS"""
0;Paulo Careca;;7;32;"""RS"""
24;"""EMILIA THEREZINHA XAVIER FERNANDES""";RS133;11;36;"""RS"""
0;"""LUIS GUILHERME TARRAGO GIORDANO""";;11;36;"""RS"""
2;"""JOSE HUGO MARDINI""";RS111;11;36;"""RS"""
2;"""JOAO BOSCO GRANATO VAZ""";RS123;11;36;"""RS"""
28;"""JOSE ALBERTO FOGACA DE MEDEIROS""";RS231;11;36;"""RS"""
1;"""MARCOS ALEXANDRE CITTOLIN""";RS401;11;36;"""RS"""
2;"""MARISA AMARAL MEDEIROS DA SILVA""";RS565;11;36;"""RS"""
7;"""ODACIR KLEIN""";RS151;11;36;"""RS"""
1;"""OTAVIO GONCALVES RÖHRIG""";RS162;11;36;"""RS"""
0;Paulo Aires;;11;36;"""RS"""
0;"""PAULO ARLETES RIOS BARELA""";RS161;11;36;"""RS"""
0;"""PAULO RENATO SCHMITT CARDOSO""";RS434;11;36;"""RS"""
20;"""PAULO RENATO PAIM""";RS131;11;36;"""RS"""
0;"""RONER ANDERSON FAGUNDES GONCALVES""";RS430;11;36;"""RS"""
37;"""SERGIO PEDRO ZAMBIASI""";RS144;11;36;"""RS"""
3;"""VALDIR CAETANO DA SILVA""";RS222;11;36;"""RS"""
4;"""VICENTE JOAQUIM BOGO""";RS456;11;36;"""RS"""
0;"""AGIS CARAIBA DOS SANTOS""";RS200;11;36;"""RS"""
0;Paulo Careca;;11;36;"""RS"""
27;"""EMILIA THEREZINHA XAVIER FERNANDES""";RS133;14;39;"""RS"""
0;"""LUIS GUILHERME TARRAGO GIORDANO""";;14;39;"""RS"""
3;"""JOSE HUGO MARDINI""";RS111;14;39;"""RS"""
2;"""JOAO BOSCO GRANATO VAZ""";RS123;14;39;"""RS"""
28;"""JOSE ALBERTO FOGACA DE MEDEIROS""";RS231;14;39;"""RS"""
1;"""MARCOS ALEXANDRE CITTOLIN""";RS401;14;39;"""RS"""
1;"""MARISA AMARAL MEDEIROS DA SILVA""";RS565;14;39;"""RS"""
8;"""ODACIR KLEIN""";RS151;14;39;"""RS"""
1;"""OTAVIO GONCALVES RÖHRIG""";RS162;14;39;"""RS"""
0;Paulo Aires;;14;39;"""RS"""
0;"""PAULO ARLETES RIOS BARELA""";RS161;14;39;"""RS"""
0;"""PAULO RENATO SCHMITT CARDOSO""";RS434;14;39;"""RS"""
25;"""PAULO RENATO PAIM""";RS131;14;39;"""RS"""
0;"""RONER ANDERSON FAGUNDES GONCALVES""";RS430;14;39;"""RS"""
48;"""SERGIO PEDRO ZAMBIASI""";RS144;14;39;"""RS"""
2;"""VALDIR CAETANO DA SILVA""";RS222;14;39;"""RS"""
4;"""VICENTE JOAQUIM BOGO""";RS456;14;39;"""RS"""
0;"""AGIS CARAIBA DOS SANTOS""";RS200;14;39;"""RS"""
0;Paulo Careca;;14;39;"""RS"""
31;"""EMILIA THEREZINHA XAVIER FERNANDES""";RS133;15;40;"""RS"""
0;"""LUIS GUILHERME TARRAGO GIORDANO""";;15;40;"""RS"""
4;"""JOSE HUGO MARDINI""";RS111;15;40;"""RS"""
2;"""JOAO BOSCO GRANATO VAZ""";RS123;15;40;"""RS"""
28;"""JOSE ALBERTO FOGACA DE MEDEIROS""";RS231;15;40;"""RS"""
0;"""MARCOS ALEXANDRE CITTOLIN""";RS401;15;40;"""RS"""
1;"""MARISA AMARAL MEDEIROS DA SILVA""";RS565;15;40;"""RS"""
8;"""ODACIR KLEIN""";RS151;15;40;"""RS"""
1;"""OTAVIO GONCALVES RÖHRIG""";RS162;15;40;"""RS"""
0;Paulo Aires;;15;40;"""RS"""
0;"""PAULO ARLETES RIOS BARELA""";RS161;15;40;"""RS"""
;"""PAULO RENATO SCHMITT CARDOSO""";RS434;15;40;"""RS"""
23;"""PAULO RENATO PAIM""";RS131;15;40;"""RS"""
0;"""RONER ANDERSON FAGUNDES GONCALVES""";RS430;15;40;"""RS"""
49;"""SERGIO PEDRO ZAMBIASI""";RS144;15;40;"""RS"""
2;"""VALDIR CAETANO DA SILVA""";RS222;15;40;"""RS"""
4;"""VICENTE JOAQUIM BOGO""";RS456;15;40;"""RS"""
0;"""AGIS CARAIBA DOS SANTOS""";RS200;15;40;"""RS"""
0;Paulo Careca;;15;40;
;;;;25;"""RO"""
13;"""FATIMA CLEIDE RODRIGUES DA SILVA""";RO133;13;38;"""RO"""
1;"""MARCIO NORBERTO DE CASTRO""";;13;38;"""RO"""
0;"""SILVIO RODRIGUES PERSIVO""";;13;38;"""RO"""
2;"""OSWALDO PIANA FILHO""";RO111;13;38;"""RO"""
0;"""FIORELO EDVARD MANOEL AZEVEDO""";;13;38;"""RO"""
0;"""JOAQUIM CLEMENTINO NETO""";RO199;13;38;"""RO"""
23;"""EXPEDITO GONCALVES FERREIRA JUNIOR""";RO451;13;38;"""RO"""
0;"""NASCIMENTO ANTONIO DA SILVA""";RO650;13;38;"""RO"""
9;"""EURIPEDES MIRANDA BOTELHO""";RO123;13;38;"""RO"""
12;"""RUBENS MOREIRA MENDES FILHO""";RO252;13;38;"""RO"""
0;"""ANTONIO JORGE DOS SANTOS""";RO404;13;38;"""RO"""
15;"""ODACIR SOARES RODRIGUES""";RO141;13;38;"""RO"""
32;Raupp;RO151;13;38;"""RO"""
1;"""RUBENS COUTINHO DOS SANTOS""";;13;38;"""RO"""
3;"""FRANCISCO LUIZ SARTORI""";RO452;13;38;"""RO"""
10;"""SILVANA MOTA DAVIS LOURENCO""";RO177;13;38;"""RO"""
24;"""FATIMA CLEIDE RODRIGUES DA SILVA""";RO133;15;40;"""RO"""
1;"""MARCIO NORBERTO DE CASTRO""";;15;40;"""RO"""
1;"""SILVIO RODRIGUES PERSIVO""";;15;40;"""RO"""
4;"""OSWALDO PIANA FILHO""";RO111;15;40;"""RO"""
0;"""FIORELO EDVARD MANOEL AZEVEDO""";;15;40;"""RO"""
1;"""JOAQUIM CLEMENTINO NETO""";RO199;15;40;"""RO"""
25;"""EXPEDITO GONCALVES FERREIRA JUNIOR""";RO451;15;40;"""RO"""
0;"""NASCIMENTO ANTONIO DA SILVA""";RO650;15;40;"""RO"""
7;"""EURIPEDES MIRANDA BOTELHO""";RO123;15;40;"""RO"""
15;"""RUBENS MOREIRA MENDES FILHO""";RO252;15;40;"""RO"""
1;"""ANTONIO JORGE DOS SANTOS""";RO404;15;40;"""RO"""
16;"""ODACIR SOARES RODRIGUES""";RO141;15;40;"""RO"""
33;Raupp;RO151;15;40;"""RO"""
1;"""RUBENS COUTINHO DOS SANTOS""";;15;40;"""RO"""
5;"""FRANCISCO LUIZ SARTORI""";RO452;15;40;"""RO"""
14;"""SILVANA MOTA DAVIS LOURENCO""";RO177;15;40;"""RO"""
25;"""FATIMA CLEIDE RODRIGUES DA SILVA""";RO133;16;41;"""RO"""
0;"""MARCIO NORBERTO DE CASTRO""";;16;41;"""RO"""
0;"""SILVIO RODRIGUES PERSIVO""";;16;41;"""RO"""
3;"""OSWALDO PIANA FILHO""";RO111;16;41;"""RO"""
0;"""FIORELO EDVARD MANOEL AZEVEDO""";;16;41;"""RO"""
0;"""JOAQUIM CLEMENTINO NETO""";RO199;16;41;"""RO"""
29;"""EXPEDITO GONCALVES FERREIRA JUNIOR""";RO451;16;41;"""RO"""
0;"""NASCIMENTO ANTONIO DA SILVA""";RO650;16;41;"""RO"""
11;"""EURIPEDES MIRANDA BOTELHO""";RO123;16;41;"""RO"""
20;"""RUBENS MOREIRA MENDES FILHO""";RO252;16;41;"""RO"""
0;"""ANTONIO JORGE DOS SANTOS""";RO404;16;41;"""RO"""
17;"""ODACIR SOARES RODRIGUES""";RO141;16;41;"""RO"""
40;Raupp;RO151;16;41;"""RO"""
0;"""RUBENS COUTINHO DOS SANTOS""";;16;41;"""RO"""
3;"""FRANCISCO LUIZ SARTORI""";RO452;16;41;"""RO"""
15;"""SILVANA MOTA DAVIS LOURENCO""";RO177;16;41;
;;;;25;"""RR"""
12;"""AUGUSTO AFFONSO BOTELHO NETO""";RR121;11;36;"""RR"""
3;"""FRANCISCO ELAIR DE MORAIS""";RR222;11;36;"""RR"""
14;"""GETULIO ALBERTO DE SOUZA CRUZ""";RR133;11;36;"""RR"""
0;"""HELY DE DEUS LIMA FERREIRA""";;11;36;"""RR"""
1;"""ELI DE ALMEIDA OLIVEIRA""";;11;36;"""RR"""
1;"""JOSUE DOS SANTOS FILHO""";;11;36;"""RR"""
62;"""ROMERO JUCA FILHO""";RR456;11;36;"""RR"""
43;"""MARIA MARLUCE MOREIRA PINTO""";;11;36;"""RR"""
24;"""NEUDO RIBEIRO CAMPOS""";RR251;11;36;"""RR"""
1;"""JOAO SALAZAR DE OLIVEIRA""";RR445;11;36;"""RR"""
1;"""FRANCISCO FERNANDES MONTEIRO""";;11;36;"""RR"""
22;"""AUGUSTO AFFONSO BOTELHO NETO""";RR121;14;39;"""RR"""
1;"""FRANCISCO ELAIR DE MORAIS""";RR222;14;39;"""RR"""
16;"""GETULIO ALBERTO DE SOUZA CRUZ""";RR133;14;39;"""RR"""
1;"""HELY DE DEUS LIMA FERREIRA""";;14;39;"""RR"""
1;"""ELI DE ALMEIDA OLIVEIRA""";;14;39;"""RR"""
2;"""JOSUE DOS SANTOS FILHO""";;14;39;"""RR"""
57;"""ROMERO JUCA FILHO""";RR456;14;39;"""RR"""
36;"""MARIA MARLUCE MOREIRA PINTO""";;14;39;"""RR"""
21;"""NEUDO RIBEIRO CAMPOS""";RR251;14;39;"""RR"""
1;"""JOAO SALAZAR DE OLIVEIRA""";RR445;14;39;"""RR"""
1;"""FRANCISCO FERNANDES MONTEIRO""";;14;39;"""RR"""
37;"""AUGUSTO AFFONSO BOTELHO NETO""";RR121;16;41;"""RR"""
0;"""FRANCISCO ELAIR DE MORAIS""";RR222;16;41;"""RR"""
16;"""GETULIO ALBERTO DE SOUZA CRUZ""";RR133;16;41;"""RR"""
0;"""HELY DE DEUS LIMA FERREIRA""";;16;41;"""RR"""
0;"""ELI DE ALMEIDA OLIVEIRA""";;16;41;"""RR"""
0;"""JOSUE DOS SANTOS FILHO""";;16;41;"""RR"""
56;"""ROMERO JUCA FILHO""";RR456;16;41;"""RR"""
32;"""MARIA MARLUCE MOREIRA PINTO""";;16;41;"""RR"""
17;"""NEUDO RIBEIRO CAMPOS""";RR251;16;41;"""RR"""
0;"""JOAO SALAZAR DE OLIVEIRA""";RR445;16;41;"""RR"""
0;"""FRANCISCO FERNANDES MONTEIRO""";;16;41;
;;;;25;"""SC"""
2;"""CARLOS ROGERIO MULLER""";SC161;10;35;"""SC"""
21;"""CASILDO JOAO MALDANER""";SC151;10;35;"""SC"""
2;"""ELISIANI SCHMIDT SANCHES""";SC234;10;35;"""SC"""
2;"""EVALDINO LEITE""";;10;35;"""SC"""
2;"""GERSON ANTONIO BASSO""";SC432;10;35;"""SC"""
10;"""HUGO MATIAS BIEHL""";SC111;10;35;"""SC"""
7;"""IDELI SALVATTI""";SC130;10;35;"""SC"""
17;"""LEONEL ARCANGELO PAVAN""";SC456;10;35;"""SC"""
11;"""MILTON MENDES DE OLIVEIRA""";SC131;10;35;"""SC"""
27;"""PAULO ROBERTO BARRETO BORNHAUSEN""";SC252;10;35;"""SC"""
3;"""VIVIANI BLEYER REMOR""";SC162;10;35;"""SC"""
2;"""CARLOS ROGERIO MULLER""";SC161;13;38;"""SC"""
22;"""CASILDO JOAO MALDANER""";SC151;13;38;"""SC"""
1;"""ELISIANI SCHMIDT SANCHES""";SC234;13;38;"""SC"""
2;"""EVALDINO LEITE""";;13;38;"""SC"""
1;"""GERSON ANTONIO BASSO""";SC432;13;38;"""SC"""
18;"""HUGO MATIAS BIEHL""";SC111;13;38;"""SC"""
11;"""IDELI SALVATTI""";SC130;13;38;"""SC"""
26;"""LEONEL ARCANGELO PAVAN""";SC456;13;38;"""SC"""
11;"""MILTON MENDES DE OLIVEIRA""";SC131;13;38;"""SC"""
32;"""PAULO ROBERTO BARRETO BORNHAUSEN""";SC252;13;38;"""SC"""
2;"""VIVIANI BLEYER REMOR""";SC162;13;38;"""SC"""
1;"""CARLOS ROGERIO MULLER""";SC161;14;39;"""SC"""
21;"""CASILDO JOAO MALDANER""";SC151;14;39;"""SC"""
1;"""ELISIANI SCHMIDT SANCHES""";SC234;14;39;"""SC"""
2;"""EVALDINO LEITE""";;14;39;"""SC"""
1;"""GERSON ANTONIO BASSO""";SC432;14;39;"""SC"""
17;"""HUGO MATIAS BIEHL""";SC111;14;39;"""SC"""
14;"""IDELI SALVATTI""";SC130;14;39;"""SC"""
22;"""LEONEL ARCANGELO PAVAN""";SC456;14;39;"""SC"""
13;"""MILTON MENDES DE OLIVEIRA""";SC131;14;39;"""SC"""
25;"""PAULO ROBERTO BARRETO BORNHAUSEN""";SC252;14;39;"""SC"""
2;"""VIVIANI BLEYER REMOR""";SC162;14;39;
;;;;25;"""SE"""
1;"""JOSE AELIO DE ARGOLO""";SE266;11;36;"""SE"""
29;"""JOSE ALMEIDA LIMA""";SE123;11;36;"""SE"""
2;"""JOSE ANTONIO DE LIMA""";;11;36;"""SE"""
9;"""BENEDITO DE FIGUEIREDO""";SE150;11;36;"""SE"""
1;"""DALVACIR AZEVEDO DE GOIS""";;11;36;"""SE"""
21;"""JOAO AUGUSTO GAMA DA SILVA""";SE333;11;36;"""SE"""
1;"""GENIVALDO MONTEIRO SANTOS""";;11;36;"""SE"""
14;"""IVAN SANTOS LEITE""";SE456;11;36;"""SE"""
13;"""JERONIMO DE OLIVEIRA REIS""";SE141;11;36;"""SE"""
1;"""RAFAEL DE PAULA FARIA""";;11;36;"""SE"""
2;"""JOSE RENATO LIMA SAMPAIO""";SE444;11;36;"""SE"""
1;"""JOSE SOARES PINTO""";SE302;11;36;"""SE"""
38;"""ANTONIO CARLOS VALADARES""";SE404;11;36;"""SE"""
2;"""JOSE AELIO DE ARGOLO""";SE266;13;38;"""SE"""
25;"""JOSE ALMEIDA LIMA""";SE123;13;38;"""SE"""
2;"""JOSE ANTONIO DE LIMA""";;13;38;"""SE"""
11;"""BENEDITO DE FIGUEIREDO""";SE150;13;38;"""SE"""
1;"""DALVACIR AZEVEDO DE GOIS""";;13;38;"""SE"""
19;"""JOAO AUGUSTO GAMA DA SILVA""";SE333;13;38;"""SE"""
2;"""GENIVALDO MONTEIRO SANTOS""";;13;38;"""SE"""
19;"""IVAN SANTOS LEITE""";SE456;13;38;"""SE"""
16;"""JERONIMO DE OLIVEIRA REIS""";SE141;13;38;"""SE"""
1;"""RAFAEL DE PAULA FARIA""";;13;38;"""SE"""
4;"""JOSE RENATO LIMA SAMPAIO""";SE444;13;38;"""SE"""
1;"""JOSE SOARES PINTO""";SE302;13;38;"""SE"""
35;"""ANTONIO CARLOS VALADARES""";SE404;13;38;"""SE"""
4;"""JOSE AELIO DE ARGOLO""";SE266;13;38;"""SE"""
30;"""JOSE ALMEIDA LIMA""";SE123;15;40;"""SE"""
1;"""JOSE ANTONIO DE LIMA""";;15;40;"""SE"""
10;"""BENEDITO DE FIGUEIREDO""";SE150;15;40;"""SE"""
0;"""DALVACIR AZEVEDO DE GOIS""";;15;40;"""SE"""
21;"""JOAO AUGUSTO GAMA DA SILVA""";SE333;15;40;"""SE"""
1;"""GENIVALDO MONTEIRO SANTOS""";;15;40;"""SE"""
21;"""IVAN SANTOS LEITE""";SE456;15;40;"""SE"""
18;"""JERONIMO DE OLIVEIRA REIS""";SE141;15;40;"""SE"""
0;"""RAFAEL DE PAULA FARIA""";;15;40;"""SE"""
3;"""JOSE RENATO LIMA SAMPAIO""";SE444;15;40;"""SE"""
0;"""JOSE SOARES PINTO""";SE302;15;40;"""SE"""
39;"""ANTONIO CARLOS VALADARES""";SE404;15;40;
;;;;25;"""SP"""
7;"""ADEMAR BARROS BEZERRA""";SP301;7;32;"""SP"""
0;"""BENICIA GLORIA DAMIAO""";;7;32;"""SP"""
0;"""CARLOS HENRIQUE DARDE""";;7;32;"""SP"""
4;"""ANTONIO HENRIQUE BITENCOURT CUNHA BUENO""";;7;32;"""SP"""
1;"""JOSE COSTA""";;7;32;"""SP"""
1;"""PAULO CESAR CORREA""";;7;32;"""SP"""
1;"""ELISEU GABRIEL DE PIERI""";SP123;7;32;"""SP"""
1;"""FERNANDO SERGIO PEREIRA CAMPOS""";SP173;7;32;"""SP"""
1;"""FIRMINO ALVES ROSA""";;7;32;"""SP"""
3;"""JOSE ANIBAL PERES DE PONTES""";SP451;7;32;"""SP"""
1;"""JOSE RAUL DE ALMEIDA BRASILIENSE CARNEIRO""";;7;32;"""SP"""
0;"""LUCAS ALBANO RIBEIRO DOS SANTOS""";;7;32;"""SP"""
0;"""JOSE MARIA MARIN""";;7;32;"""SP"""
0;"""MAURO AILTON PUERRO""";;7;32;"""SP"""
18;"""ALOIZIO MERCADANTE OLIVA""";SP131;7;32;"""SP"""
0;"""MOHAMAD SAID MOURAD""";;7;32;"""SP"""
2;"""PAULO FERNANDO FORTUNATO""";SP270;7;32;"""SP"""
1;"""JOSE LUIZ DE FRANCA PENNA""";;7;32;"""SP"""
20;"""ORESTES QUERCIA""";SP151;7;32;"""SP"""
0;"""RENATO BENTO LUIZ""";SP162;7;32;"""SP"""
29;"""ROMEU TUMA""";SP252;7;32;"""SP"""
1;"""RUBENS WAGNER CALVO""";SP401;7;32;"""SP"""
1;"""THEREZA TINAJERO RUIZ""";SP190;7;32;"""SP"""
1;"""WAGNER GOMES""";SP651;7;32;"""SP"""
1;"""WILLIANS RAFAEL DA SILVA""";;7;32;"""SP"""
0;"""WLAMISA CARMO MORAES FELTRIM""";;7;32;"""SP"""
0;"""FLORIANO LEANDRINI""";;7;32;"""SP"""
6;"""ADEMAR BARROS BEZERRA""";SP301;10;35;"""SP"""
0;"""BENICIA GLORIA DAMIAO""";;10;35;"""SP"""
0;"""CARLOS HENRIQUE DARDE""";;10;35;"""SP"""
7;"""ANTONIO HENRIQUE BITENCOURT CUNHA BUENO""";;10;35;"""SP"""
1;"""JOSE COSTA""";;10;35;"""SP"""
1;"""PAULO CESAR CORREA""";;10;35;"""SP"""
1;"""ELISEU GABRIEL DE PIERI""";SP123;10;35;"""SP"""
1;"""FERNANDO SERGIO PEREIRA CAMPOS""";SP173;10;35;"""SP"""
1;"""FIRMINO ALVES ROSA""";;10;35;"""SP"""
5;"""JOSE ANIBAL PERES DE PONTES""";SP451;10;35;"""SP"""
0;"""JOSE RAUL DE ALMEIDA BRASILIENSE CARNEIRO""";;10;35;"""SP"""
0;"""LUCAS ALBANO RIBEIRO DOS SANTOS""";;10;35;"""SP"""
1;"""JOSE MARIA MARIN""";;10;35;"""SP"""
1;"""MAURO AILTON PUERRO""";;10;35;"""SP"""
21;"""ALOIZIO MERCADANTE OLIVA""";SP131;10;35;"""SP"""
1;"""MOHAMAD SAID MOURAD""";;10;35;"""SP"""
1;"""PAULO FERNANDO FORTUNATO""";SP270;10;35;"""SP"""
0;"""JOSE LUIZ DE FRANCA PENNA""";;10;35;"""SP"""
24;"""ORESTES QUERCIA""";SP151;10;35;"""SP"""
1;"""RENATO BENTO LUIZ""";SP162;10;35;"""SP"""
32;"""ROMEU TUMA""";SP252;10;35;"""SP"""
1;"""RUBENS WAGNER CALVO""";SP401;10;35;"""SP"""
0;"""THEREZA TINAJERO RUIZ""";SP190;10;35;"""SP"""
1;"""WAGNER GOMES""";SP651;10;35;"""SP"""
1;"""WILLIANS RAFAEL DA SILVA""";;10;35;"""SP"""
0;"""WLAMISA CARMO MORAES FELTRIM""";;10;35;"""SP"""
0;"""FLORIANO LEANDRINI""";;10;35;"""SP"""
4;"""ADEMAR BARROS BEZERRA""";SP301;11;36;"""SP"""
0;"""BENICIA GLORIA DAMIAO""";;11;36;"""SP"""
1;"""CARLOS HENRIQUE DARDE""";;11;36;"""SP"""
9;"""ANTONIO HENRIQUE BITENCOURT CUNHA BUENO""";;11;36;"""SP"""
0;"""JOSE COSTA""";;11;36;"""SP"""
1;"""PAULO CESAR CORREA""";;11;36;"""SP"""
0;"""ELISEU GABRIEL DE PIERI""";SP123;11;36;"""SP"""
0;"""FERNANDO SERGIO PEREIRA CAMPOS""";SP173;11;36;"""SP"""
1;"""FIRMINO ALVES ROSA""";;11;36;"""SP"""
6;"""JOSE ANIBAL PERES DE PONTES""";SP451;11;36;"""SP"""
0;"""JOSE RAUL DE ALMEIDA BRASILIENSE CARNEIRO""";;11;36;"""SP"""
0;"""LUCAS ALBANO RIBEIRO DOS SANTOS""";;11;36;"""SP"""
1;"""JOSE MARIA MARIN""";;11;36;"""SP"""
0;"""MAURO AILTON PUERRO""";;11;36;"""SP"""
25;"""ALOIZIO MERCADANTE OLIVA""";SP131;11;36;"""SP"""
0;"""MOHAMAD SAID MOURAD""";;11;36;"""SP"""
0;"""PAULO FERNANDO FORTUNATO""";SP270;11;36;"""SP"""
0;"""JOSE LUIZ DE FRANCA PENNA""";;11;36;"""SP"""
25;"""ORESTES QUERCIA""";SP151;11;36;"""SP"""
1;"""RENATO BENTO LUIZ""";SP162;11;36;"""SP"""
33;"""ROMEU TUMA""";SP252;11;36;"""SP"""
1;"""RUBENS WAGNER CALVO""";SP401;11;36;"""SP"""
0;"""THEREZA TINAJERO RUIZ""";SP190;11;36;"""SP"""
2;"""WAGNER GOMES""";SP651;11;36;"""SP"""
1;"""WILLIANS RAFAEL DA SILVA""";;11;36;"""SP"""
0;"""WLAMISA CARMO MORAES FELTRIM""";;11;36;"""SP"""
0;"""FLORIANO LEANDRINI""";;11;36;"""SP"""
3;"""ADEMAR BARROS BEZERRA""";SP301;12;37;"""SP"""
0;"""BENICIA GLORIA DAMIAO""";;12;37;"""SP"""
0;"""CARLOS HENRIQUE DARDE""";;12;37;"""SP"""
8;"""ANTONIO HENRIQUE BITENCOURT CUNHA BUENO""";;12;37;"""SP"""
0;"""JOSE COSTA""";;12;37;"""SP"""
1;"""PAULO CESAR CORREA""";;12;37;"""SP"""
1;"""ELISEU GABRIEL DE PIERI""";SP123;12;37;"""SP"""
0;"""FERNANDO SERGIO PEREIRA CAMPOS""";SP173;12;37;"""SP"""
0;"""FIRMINO ALVES ROSA""";;12;37;"""SP"""
9;"""JOSE ANIBAL PERES DE PONTES""";SP451;12;37;"""SP"""
0;"""JOSE RAUL DE ALMEIDA BRASILIENSE CARNEIRO""";;12;37;"""SP"""
0;"""LUCAS ALBANO RIBEIRO DOS SANTOS""";;12;37;"""SP"""
1;"""JOSE MARIA MARIN""";;12;37;"""SP"""
0;"""MAURO AILTON PUERRO""";;12;37;"""SP"""
31;"""ALOIZIO MERCADANTE OLIVA""";SP131;12;37;"""SP"""
1;"""MOHAMAD SAID MOURAD""";;12;37;"""SP"""
1;"""PAULO FERNANDO FORTUNATO""";SP270;12;37;"""SP"""
0;"""JOSE LUIZ DE FRANCA PENNA""";;12;37;"""SP"""
26;"""ORESTES QUERCIA""";SP151;12;37;"""SP"""
0;"""RENATO BENTO LUIZ""";SP162;12;37;"""SP"""
35;"""ROMEU TUMA""";SP252;12;37;"""SP"""
0;"""RUBENS WAGNER CALVO""";SP401;12;37;"""SP"""
0;"""THEREZA TINAJERO RUIZ""";SP190;12;37;"""SP"""
2;"""WAGNER GOMES""";SP651;12;37;"""SP"""
0;"""WILLIANS RAFAEL DA SILVA""";;12;37;"""SP"""
0;"""WLAMISA CARMO MORAES FELTRIM""";;12;37;"""SP"""
0;"""FLORIANO LEANDRINI""";;12;37;"""SP"""
2;"""ADEMAR BARROS BEZERRA""";SP301;14;39;"""SP"""
0;"""BENICIA GLORIA DAMIAO""";;14;39;"""SP"""
0;"""CARLOS HENRIQUE DARDE""";;14;39;"""SP"""
7;"""ANTONIO HENRIQUE BITENCOURT CUNHA BUENO""";;14;39;"""SP"""
0;"""JOSE COSTA""";;14;39;"""SP"""
1;"""PAULO CESAR CORREA""";;14;39;"""SP"""
0;"""ELISEU GABRIEL DE PIERI""";SP123;14;39;"""SP"""
0;"""FERNANDO SERGIO PEREIRA CAMPOS""";SP173;14;39;"""SP"""
1;"""FIRMINO ALVES ROSA""";;14;39;"""SP"""
13;"""JOSE ANIBAL PERES DE PONTES""";SP451;14;39;"""SP"""
0;"""JOSE RAUL DE ALMEIDA BRASILIENSE CARNEIRO""";;14;39;"""SP"""
1;"""LUCAS ALBANO RIBEIRO DOS SANTOS""";;14;39;"""SP"""
1;"""JOSE MARIA MARIN""";;14;39;"""SP"""
1;"""MAURO AILTON PUERRO""";;14;39;"""SP"""
32;"""ALOIZIO MERCADANTE OLIVA""";SP131;14;39;"""SP"""
1;"""MOHAMAD SAID MOURAD""";;14;39;"""SP"""
1;"""PAULO FERNANDO FORTUNATO""";;14;39;"""SP"""
1;"""JOSE LUIZ DE FRANCA PENNA""";;14;39;"""SP"""
25;"""ORESTES QUERCIA""";SP151;14;39;"""SP"""
1;"""RENATO BENTO LUIZ""";SP162;14;39;"""SP"""
32;"""ROMEU TUMA""";SP252;14;39;"""SP"""
0;"""RUBENS WAGNER CALVO""";SP401;14;39;"""SP"""
1;"""THEREZA TINAJERO RUIZ""";SP190;14;39;"""SP"""
3;"""WAGNER GOMES""";SP651;14;39;"""SP"""
1;"""WILLIANS RAFAEL DA SILVA""";;14;39;"""SP"""
0;"""WLAMISA CARMO MORAES FELTRIM""";;14;39;"""SP"""
0;"""FLORIANO LEANDRINI""";;14;39;
;;;;25;"""TO"""
7;"""CELIO CARMO DE SOUSA""";TO400;11;36;"""TO"""
37;"""LEOMAR DE MELO QUINTANILHA""";TO252;11;36;"""TO"""
30;"""MOISES NOGUEIRA AVELINO""";TO151;11;36;"""TO"""
2;"""DIVINA HERLY DE CARVALHO SANTOS""";TO131;11;36;"""TO"""
45;"""JOAO BATISTA DE JESUS RIBEIRO""";TO258;11;36;"""TO"""
0;"""RAUL DE JESUS LUSTOSA FILHO""";;11;36;"""TO"""
8;"""CELIO CARMO DE SOUSA""";TO400;13;38;"""TO"""
49;"""LEOMAR DE MELO QUINTANILHA""";TO252;13;38;"""TO"""
27;"""MOISES NOGUEIRA AVELINO""";TO151;13;38;"""TO"""
2;"""DIVINA HERLY DE CARVALHO SANTOS""";TO131;13;38;"""TO"""
51;"""JOAO BATISTA DE JESUS RIBEIRO""";TO258;13;38;"""TO"""
0;"""RAUL DE JESUS LUSTOSA FILHO""";;13;38;"""TO"""
15;"""CELIO CARMO DE SOUSA""";TO400;15;40;"""TO"""
51;"""LEOMAR DE MELO QUINTANILHA""";TO252;15;40;"""TO"""
27;"""MOISES NOGUEIRA AVELINO""";TO151;15;40;"""TO"""
0;"""DIVINA HERLY DE CARVALHO SANTOS""";TO131;15;40;"""TO"""
58;"""JOAO BATISTA DE JESUS RIBEIRO""";TO258;15;40;"""TO"""
5;"""RAUL DE JESUS LUSTOSA FILHO""";;15;40;
